発売日,メーカー,タイトル,ハード,容量(bit),ジャンル,価格,ジョブカテゴリ,カウント,⭐クロスレビュー(評価),👥クリエイターズ👨‍💼👨‍💻🎨,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,
1986-09-26,ケムコ,スペースハンター,FC,256K,ADV,"￥4,900","￥5,000代",0,-,,,道浦忍|戸野文雄,,増野宏之,,,
1986-09-27,日本物産,テラクレスタ,FC,1M,SHT,"￥4,900","￥5,000代",0,-,,,,藤原茂樹,吉田健志,,,
1986-09-27,カプコン,戦場の狼,FC,1M,ACT,"￥5,500","￥5,500代",116,-,,,,藤原得郎,河本圭代,,,
1986-10-08,データイースト,バギーポッパー,FC,256K,RCG,"￥4,900","￥5,000代",0,-,,,,,,,,
1986-10-23,ジャレコ,うる星やつらラムのウェディングベル,FC,256K,ACT,"￥4,900","￥5,000代",0,-,,,,,,,,
1986-10-30,東京書籍,けいさんゲーム算数4年,FC,256K,ETC,"￥4,900","￥5,000代",0,-,,,,,,,,
1986-10-30,東京書籍,けいさんゲーム算数5・6年少数・分数のまとめ,FC,256K,ETC,"￥4,900","￥5,000代",0,-,,,,,,,,
1986-10-31,ジャレコ,ミシシッピー殺人事件,FC,1M,ADV,"￥5,200","￥5,000代",0,-,,,,アダム・ベリン|ヒラリー・ミルス,エド・ボガス(英語版),ロブ・スウィガート,ブラッド・フレガー(英語版),
1986-11-11,テクモ,スーパースターフォース時空歴の秘密,FC,1M,SHT,"￥5,300","￥5,500代",0,-,,,,,斎藤幹雄,,,
1986-11-12,バンダイ,ファミリートレーナーシリーズ1アスレチックワールド,FC,256K,SPT,"￥8,500","￥8,500代",0,-,,,,,,,,
1986-11-13,河田,Othello(オセロ),FC,256K,TBL,"￥4,900","￥5,000代",0,-,,,,,中西ゆういちろう,鈴木光司|久保幸湖|谷井美佳|中村真夕,山崎宏太(朝日放送テレビ)|南雄大(朝日放送テレビ)|齋藤浩司(ヒューマックスシネマ)|若山佑介(ヒューマックスシネマ)|山口誠(47style),
1986-11-13,ハドソン,迷宮組曲ミロンの大冒険,FC,256K,ACT,"￥4,900","￥5,000代",0,-,,,笹川敏幸,笹川敏幸,国本剛章|井上大介,笹川敏幸,,
1986-11-21,ビック東海,アイギーナの予言バルバルークの伝説より,FC,1M,ACT,"￥5,300","￥5,500代",0,-,,,,,,,,
1986-11-21,バップ,元祖西遊記スーパーモンキー大冒険,FC,256K,RPG,"￥4,900","￥5,000代",0,-,,,,高瀬俊一|中島薫,,,,
1986-11-21,東映動画,長靴をはいた猫世界一周80日大冒険,FC,256K,ACT,"￥4,900","￥5,000代",0,-,,,,,宇野誠一郎,シャルル・ペロー,,
1986-11-26,ナムコ,マッピーランド,FC,1M,ACT,"￥3,900","￥4,000代",0,-,,,,,,,,
1986-11-26,ケイアミューズメントリース,怒IKARI,FC,1M,ACT,"￥5,500","￥5,500代",0,-,,,,伊集桂子,,,,
1986-11-27,バンダイ,ドラゴンボール神龍の謎,FC,1M,ACT,"￥5,300","￥5,500代",125,-,,,,,,,,
1986-11-28,アスキー,キャッスルエクセレント,FC,256K,PZL,"￥4,900","￥5,000代",0,-,,,,吉田功|めるへんめーかー,,,,
1986-12-01,バンダイ,ファミリートレーナーシリーズ2ランニングスタジアム,FC,256K,SPT,"￥4,900","￥5,000代",0,-,,,,,,,,
1986-12-05,ポニーキャニオン,タイガーヘリ,FC,256K,SHT,"￥4,900","￥5,000代",0,-,,,,,上村建也,,,
1986-12-05,東芝ＥＭＩ,ディーヴァストーリー6ナーサティアの玉座,FC,1M,SLG,"￥5,500","￥5,500代",0,-,,,,,,,,
1986-12-05,タカラ,戦え超ロボット生命体トランスフォーマーコンボイの謎,FC,256K,ACT,"￥4,900","￥5,000代",0,-,,,,,,,,
1986-12-06,ユース,ホッターマンの地底探険,FC,256K,ACT,"￥4,900","￥5,000代",0,-,,,,,,,,
1986-12-10,タイトー,たけしの挑戦状,FC,1M,ADV,"￥5,300","￥5,500代",80,-,,福津浩(ノバ),森永英一郎(ノバ),ビートたけし,,ビートたけし,富士本淳(セタ)|宮成昇(アルュメ),
1986-12-10,ナムコ,プロ野球ファミリースタジアム,FC,512K,SPT,"￥3,900","￥4,000代",205,-,,,,岸本好弘|HIE(小野浩)|くんちゃん(小野泰),中潟憲雄,,永島洋武,
1986-12-11,トーワチキ,シャーロックホームズ伯爵令嬢誘拐事件,FC,1M,ADV,"￥5,000","￥5,000代",0,-,,,AYA|NEAR|MAKOTO,M.KUBOTA,,,,
1986-12-12,ハドソン,ドラえもん,FC,1M,ACT,"￥5,500","￥5,500代",115,-,,,,,,,,
1986-12-15,アイレム,魔鐘,FC,1M,RPG,"￥5,300","￥5,500代",0,-,,スコット津村|ロスふたみ|やまのじゅん|マハヴィシュヌ,R.NAGASU,R.NAGASU|水足淳一,粕川由伸,,,
1986-12-16,ナムコ,メトロクロス,FC,256K,ACT,"￥3,900","￥4,000代",0,-,,,田中京太,岡本達郎|小野浩|粕川由紀|北原聡,大野木宜幸,,,
1986-12-18,コナミ,キングコング2怒りのメガトンパンチ,FC,1M,ACT,"￥5,300","￥5,500代",0,-,,,山田善朗|MU-CHAN,霜出健治,坂元信也|寺島里恵|山下絹代|禎清宏,,,
1986-12-18,サンソフト,マドゥーラの翼,FC,256K,ACT,"￥4,900","￥5,000代",0,-,,,,もりけん,小高直樹,,,
1986-12-18,CBSソニー,聖飢魔Ⅱ悪魔の逆襲！,FC,256K,ACT,"￥4,900","￥5,000代",0,-,,,,,,,,
1986-12-20,デービーソフト,レイラ,FC,1M,ACT,"￥5,300","￥5,500代",0,-,,,,,,,,
1986-12-23,アスキー,コスモジェネシス,FC,256K,SLG,"￥4,900","￥5,000代",0,-,,,,,,,,
1986-12-24,カプコン,闘いの挽歌,FC,1M,ACT,"￥5,500","￥5,500代",0,-,,,江川陽一,西山隆志,森安也子,,,
1986-12-26,タイトー,アルカノイド,FC,256K,ETC,"￥5,400","￥5,500代",0,30,,,,,,,,
1986-12-26,日本物産,クレイジークライマー,FC,1M,ACT,"￥5,300","￥5,500代",0,-,,,,藤原茂樹,,,,
1986-12-26,ケムコ,時空の旅人,FC,1M,ADV,"￥4,900","￥5,000代",0,-,,,,,国吉良一,眉村卓|(『とらえられたスクールバス』より),,
1987-01-04,コナミ,火の鳥鳳凰編我王の冒険,FC,1M,ACT,"￥5,300","￥5,500代",0,-,,LOVELY HIDEKI,LOVELY HIDEKI,霜出健治,水谷郁|前沢秀憲|山下絹代,,,
1987-01-07,ナムコ,ドラゴンバスター,FC,1M,ACT,"￥4,900","￥5,000代",0,-,,,是枝ひろき,佐藤英治,慶野由利子,,,
1987-01-07,徳間書店,ラビリンス魔王の迷宮,FC,1M,ACT,"￥4,900","￥5,000代",0,-,,,,,トレヴァー・ジョーンズ,テリー・ジョーンズ,,
1987-01-26,エニックス,ドラゴンクエストⅡ悪霊の神々,FC,1M,RPG,"￥5,500","￥5,500代",241,38,,中村光一,中村光一,堀井雄二|鳥山明,すぎやまこういち,堀井雄二,千田幸信,
1987-02-01,バンダイ,ファミリートレーナーシリーズ3エアロビスタジオ,FC,256K,SPT,"￥5,800","￥6,000代",0,-,,,,,,,,
1987-02-06,ホットビィ,ザ・ブラックバス,FC,1M,ETC,"￥5,300","￥5,500代",0,-,,,,,,,,
1987-02-10,リコーエレメックス,新人類,FC,256K,ACT,"￥4,900","￥5,000代",0,-,,,,,,,,
1987-02-14,カルチャーブレーン,飛龍の拳奥義の書,FC,1M,ACT,"￥5,500","￥5,500代",0,-,,,,,,,,
1987-02-27,バンダイ,ポケットザウルス十王剣の謎,FC,1M,ACT,"￥5,500","￥5,500代",0,-,,,,,,,,
1987-03-05,トンキンハウス,ファミリーシンセいきなりミュージシャン,FC,256K,ETC,"￥4,900","￥5,000代",0,-,,,,,,,,
1987-03-06,ハドソン,ミッキーマウス不思議の国の大冒険,FC,256K,ACT,"￥4,900","￥5,000代",0,-,,菊田昌昭,三上哲|黒田尚樹|菊田昌昭,山本次行|松浦浩司|輪島智美,国本剛章,,,
1987-03-06,ポニーキャニオン,LawoftheWest西部の掟,FC,1M,ADV,"￥5,500","￥5,500代",0,-,,,,,,,,
1987-03-14,東宝,タッチミステリーオブトライアングル,FC,1M,ADV,"￥4,900","￥5,000代",0,-,,,,,,,,
1987-03-17,ビクター音楽産業,花のスター街道,FC,1M,ACT,"￥5,300","￥5,500代",0,-,,,,,,,,
1987-03-18,コナミ,グーニーズ2フラッテリー最後の挑戦,FC,1M,ADV,"￥4,900","￥5,000代",0,-,,,,,寺島里恵,,,
1987-03-25,タカラ,失われたメッセージロストワードオブジェニー,FC,1M,ACT,"￥5,500","￥5,500代",0,-,,,,,,,,
1987-03-27,ケムコ,南国指令！！スパイVSスパイ,FC,1M,ACT,"￥4,900","￥5,000代",0,-,,,マイケル・J・リーデル,,,,,
1987-04-02,ナムコ,さんまの名探偵,FC,1M,ADV,"￥4,900","￥5,000代",0,34,,,普川隆志,SKELETON HIE SAN|瀧上園枝,慶野由利子|小沢純子,兵藤岳史,,
1987-04-14,セタ,森田将棋,FC,1M,TBL,"￥5,500","￥5,500代",0,-,,,,,,,,
1987-04-14,カプコン,魔界島七つの島の大冒険,FC,1M,ACT,"￥4,980","￥5,000代",0,-,,,小林成光,黒川真圭,藤田晴美,,,
1987-04-15,テクノスジャパン,熱血硬派くにおくん,FC,1M,ACT,"￥5,300","￥5,500代",0,-,,岸本良久,富山徳之|熊谷慎太郎|佐藤博|西村成孝,緒方孝治|斉藤伸一|向井久美子|白戸政男,澤和雄,,,
1987-04-17,テクモ,アルゴスの戦士はちゃめちゃ大進撃,FC,1M,ACT,"￥4,980","￥5,000代",0,-,,,,,,,,
1987-04-17,東映動画,北斗の拳2世紀末救世主伝説,FC,1M,ACT,"￥5,300","￥5,500代",0,-,,,,,,,,
1987-04-24,ナムコ,ファミリージョッキー,FC,256K,SPT,"￥3,900","￥4,000代",0,31,,,T.FUKUMOTO|宇田川治久|はなおかくみ,,小沢純子,,,
1987-05-01,バンダイ,ファミリートレーナーシリーズ4ジョギングレース,FC,256K,SPT,"￥4,900","￥5,000代",0,-,,,,,,,,
1987-05-19,ジャレコ,妖怪倶楽部,FC,1M,ACT,"￥4,900","￥5,000代",0,-,,,,爬沼晻,村田幸史,,,
1987-05-24,東芝ＥＭＩ,ダイナマイトボウル,FC,256K,SPT,"￥4,900","￥5,000代",0,-,,,,,,,,
1987-06-01,アスキー,北海道連鎖殺人オホーツクに消ゆ,FC,2M,ADV,"￥5,800","￥6,000代",0,-,,,上野利幸,本山重人|のせみのる,,堀井雄二,塩崎剛三,
1987-06-05,SNK,アテナ,FC,1M,ACT,"￥5,500","￥5,500代",0,-,,,,,,,,
1987-06-05,ハドソン,高橋名人のBUGってハニー,FC,1M,ACT,"￥5,500","￥5,500代",0,-,,,,,国本剛章(7曲担当),,,
1987-06-12,データイースト,闘人魔境伝ヘラクレスの栄光,FC,1M,RPG,"￥5,300","￥5,500代",0,-,,,,,,,,
1987-06-19,ナムコ,ファミリーボクシング,FC,512K,SPT,"￥4,900","￥5,000代",0,30,,,,,,,,
1987-06-20,デービーソフト,うっでいぽこ,FC,1M,ACT,"￥5,500","￥5,500代",0,31,,,小林貴樹|松井文也,高殿収,斉藤康仁,,吉田めぐみ,
1987-06-26,ジャレコ,燃えろ！！プロ野球,FC,1M,SPT,"￥5,500","￥5,500代",158,32,,,おおたのぶかず,田中哲次,村田幸史|林音人,,関雅行,
1987-06-26,ジャレコ,燃えろ！！プロ野球(黒),FC,1M,SPT,"￥5,500","￥5,500代",0,-,,,おおたのぶかず,田中哲次,村田幸史|林音人,,関雅行,
1987-06-27,エピックソニー,所さんのまもるもせめるも,FC,256K,ACT,"￥4,900","￥5,000代",0,-,,長崎行男,ハル研究所,島武実|所ジョージ,澤和雄,,所ジョージ|北島肇,
1987-06-30,タイトー,未来神話ジャーヴァス,FC,2M,RPG,"￥5,500","￥5,500代",0,-,,,,,,,,
1987-07-03,ハイスコアメディアワーク,ゾンビハンター,FC,1M,RPG,"￥4,900","￥5,000代",0,-,,,,,,,,
1987-07-07,コナミ,月風魔伝,FC,1M,ACT,"￥4,900","￥5,000代",0,-,,,橋本和久|青山和浩|山下和之|風仁美|徳田典|小川光章,米田朗,前沢秀憲,,,
1987-07-10,日本物産,ブービーキッズ,FC,1M,ACT,"￥4,900","￥5,000代",0,-,,藤原茂樹,,藤原茂樹,吉田健志|船場洋志,,,
1987-07-16,ハドソン,ヘクター'87,FC,1M,SHT,"￥5,000","￥5,000代",0,-,,小山俊典,小山俊典|永田淳夫|KINCHAN|CHARLEY NAKATA,奥村恵|高津敏之|野中和彦|SUGATA MORIMOTO|YASUAKI KUWAHARA|桑原司|YAMACHAM!|増尾隆幸(パッケージデザイン),国本剛章,,,
1987-07-17,ナムコ,ドラゴンスレイヤーⅣ,FC,1M,RPG,"￥4,900","￥5,000代",0,-,,,秋葉紀好|木屋善夫,大浦孝浩|都築和彦|古代彩乃,古代祐三|石川三恵子,立川敏男|木屋善夫|畠山孝一|大浦孝浩|秋葉紀好,加藤正幸,
1987-07-18,ケイアミューズメントリース,ジャンボウ,FC,1M,ETC,"￥4,980","￥5,000代",0,-,,,,,,,,
1987-07-20,サンソフト,ファンタジーゾーン,FC,1M,SHT,"￥5,300","￥5,500代",0,34,,石井洋児,片木秀一,石井洋児|近藤正樹,川口博史,,,
1987-07-22,ユース,バツ＆テリー魔境の鉄人レース,FC,1M,ACT,"￥5,300","￥5,500代",0,-,,,,,,,,
1987-07-30,バンダイ,カラオケスタジオ基本セット,FC,1M,ETC,"￥7,500","￥7,500代",0,-,,,,,,,,
1987-07-30,ビック東海,チェスターフィールド暗黒神への挑戦,FC,1M,RPG,"￥5,300","￥5,500代",0,-,,,,,,,,
1987-07-31,バンダイ,ファミリートレーナーシリーズ5迷路大作戦,FC,1M,SPT,"￥4,900","￥5,000代",0,-,,,,,,,,
1987-08-07,スクウェア,ハイウェイスター,FC,1M,RCG,"￥4,500","￥4,500代",0,32,,,,,,,,
1987-08-07,ハドソン,ボンバーキング,FC,1M,ACT,"￥5,500","￥5,500代",0,-,,おおたひろし,笹川敏幸|おかだひろゆき,竹森得泰|山本次行|松浦浩司|輪島智美|桑原美生|増尾隆幸(パッケージデザイン),井上大介|国本剛章,,,
1987-08-07,キングレコード,ミラクルロピット2100年の冒険,FC,1M,ACT,"￥4,900","￥5,000代",0,-,,,,,,,,
1987-08-10,トーワチキ,エルナークの財宝,FC,1M,ACT,"￥5,300","￥5,500代",0,-,,,,,,,,
1987-08-10,バンダイ,聖闘士星矢黄金伝説,FC,1M,RPG,"￥5,500","￥5,500代",0,-,,,,,,,,
1987-08-11,ナムコ,ファミリーマージャン,FC,1M,TBL,"￥3,900","￥4,000代",0,-,,,,,吉田健志,,,
1987-08-11,BPS,囲碁九路盤対局,FC,256K,TBL,"￥5,500","￥5,500代",0,-,,,,,,,,
1987-08-11,サンソフト,天下のご意見番水戸黄門,FC,1M,ADV,"￥5,300","￥5,500代",0,-,,,,,,,,
1987-08-11,コナミ,魔城伝説Ⅱ大魔司教ガリウス,FC,1M,ACT,"￥4,900","￥5,000代",0,-,,きたもとしんじ,きたもとしんじ|岸和田聡|徳田典,T.UEYAMA|くぼゆうさく,前沢秀憲|坂元信也|藤尾敦|禎清宏|山下絹代,,,
1987-08-17,HAL研究所,エアーフォートレス,FC,1M,ACT,"￥5,300","￥5,500代",0,-,,,,,,,,
1987-08-21,徳間書店,夢幻戦士ヴァリスthefantasicsoldier,FC,1M,ACT,"￥5,500","￥5,500代",0,-,,,,,,,,
1987-08-28,タカラ,光の戦士フォトン惑星ゾルディアスの戦い,FC,1M,ADV,"￥5,500","￥5,500代",0,-,,,,,,,,
1987-08-31,バンダイ,ファミリートレーナーシリーズ6マンハッタンポリス,FC,1M,SPT,"￥4,900","￥5,000代",0,-,,,,,,,,
