発売日,メーカー,タイトル,ハード,容量(bit),ジャンル,価格,ジョブカテゴリ,カウント,⭐クロスレビュー(評価),👥クリエイターズ👨‍💼👨‍💻🎨,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,
1992-12-04,メディアリング,TECMOWORLDCUPスーパーサッカー💿,PCE💿SCD,💿512MB,SPT,調査中,調査中,0,-,,,,,,,,
1992-12-11,ナグザット,ダウンタウン熱血行進曲それゆけ大運動会💿,PCE💿SCD,💿512MB,ACT,調査中,調査中,0,-,,関本弘之,南波靖一郎|松本康宏|熊谷慎太郎,根立克行(キャラ担当)|東郷和代(背景担当),澤和雄,,,
1992-12-11,ナグザット,ネクスザール💿,PCE💿SCD,💿512MB,SHT,調査中,調査中,0,-,,,,,,,,
1992-12-18,アイレム,イメージファイトII💿,PCE💿SCD,💿512MB,SHT,調査中,調査中,0,-,,,KAN-CHAN,YAMASHI|NABE,冷牟田卓志|木村浩,,おかだこうぞう|吉岡基行,
1992-12-18,コナミ,グラディウスII-GOFERの野望-💿,PCE💿SCD,💿512MB,SHT,調査中,調査中,0,-,,町口浩康,高取利明|筒井久一郎|T.HORIMOTO|鈴木彰|藤井龍夫,M.YOSHIKATA|芦田裕行|M.IWAMOTO|A.NONAMI|角和邦昭,コナミ矩形波倶楽部|田坂真二|古川元亮|深見誠一|松原健一,,,
1992-12-18,ナグザット,スーパーリアル麻雀スペシャルミキ・カスミ・ショウコの思い出より💿,PCE💿SCD,💿512MB,TBL,調査中,調査中,0,-,,,,,,,,
1992-12-18,ナグザット,パステルLime💿,PCE💿SCD,💿512MB,ADV,調査中,調査中,0,-,,,,,,,,
1992-12-18,リバーヒルソフト,ブライII闇皇帝の逆襲💿,PCE💿SCD,💿512MB,RPG,調査中,調査中,0,-,,,,,,,,
1992-12-18,メサイヤ,モトローダーMC💿,PCE💿SCD,💿512MB,RCG,調査中,調査中,0,-,,,,,,,,
1992-12-22,ヒューマン,宇宙戦艦ヤマト💿,PCE💿SCD,💿512MB,SLG,調査中,調査中,0,-,,,,岡迫亘弘|松本零士|スタジオぬえ,宮川泰,藤川桂介|田村丸|山本暎一,,
1992-12-22,ココナッツジャパン,パチ夫くん笑う宇宙💿,PCE💿SCD,💿512MB,TBL,調査中,調査中,0,-,,,,,,,,
1992-12-23,ハドソン,ドラゴンスレイヤー英雄伝説II💿,PCE💿SCD,💿512MB,RPG,調査中,調査中,0,-,,,,,,,,
1992-12-25,ハドソン,井上麻美この星にたったひとりのキミ💿,PCE💿SCD,💿512MB,ADV,調査中,調査中,0,-,,,,,,,,
1992-12-25,NECアベニュー,ゲイングランドSX💿,PCE💿SCD,💿512MB,ACT,調査中,調査中,0,-,,,大岡良樹,マック・オースティン|ヤン・ワット|EIRO,高田陽|林克洋,,,
1992-12-25,日本テレネット,サークI・II💿,PCE💿SCD,💿512MB,ARPG,調査中,調査中,0,-,,中津泰彦,中津泰彦|青木正二郎,中津泰彦|陣内靖弘|瀬田哲也|百鬼丸|樋口恵津子,瓜田幸治,中津泰彦|陣内靖弘|瀬田哲也,中津泰彦,
1992-12-25,メサイヤ,超兄貴💿,PCE💿SCD,💿512MB,SHT,調査中,調査中,0,-,,,濱田信次,永井一成,葉山宏治,,土田俊郎,
1992-12-28,光栄,スーパー麻雀大会💿,PCE💿SCD,💿512MB,TBL,調査中,調査中,0,-,,,,,若桑比織,,シブサワ・コウ,
1993-01-08,メサイヤ,魔物ハンター妖子〜遠き呼び声〜💿,PCE💿SCD,💿512MB,ADV,調査中,調査中,0,-,,,,,,,,
1993-01-14,ハドソンTTI,シムアース💿,PCE💿SCD,💿512MB,SLG,調査中,調査中,0,-,,,ダニエル・ゴールドマン|ポール・シュミット,フレッド・ハスラム|ウィル・ライト|ケイトリン・ミシェルデイトン|ピーター・ミシェルデイトン|ジェニー・マーティン|スーザン・グリーン,ヒース・ペーターソン,,スティーヴ・ベッカート,
1993-01-22,NECホームエレクトロニクス,メタモジュピター💿,PCE💿SCD,💿512MB,SHT,調査中,調査中,0,-,,,,,,,,
1993-01-29,ハドソン,ふしぎの海のナディア💿,PCE💿SCD,💿512MB,ADV,調査中,調査中,0,-,,,,貞本義行,鷺巣詩郎,大川久男|梅野かおる,,
1993-02-12,ハドソンTTI,コットンCotton:FantasticNightDreams💿,PCE💿SCD,💿512MB,SHT,調査中,調査中,0,-,,,,,,,,
1993-02-26,ハドソンTTI,クレストオブウルフRiotZone💿,PCE💿SCD,💿512MB,ACT,調査中,調査中,0,-,,,,,,,,
1993-02-26,NECアベニュー,ホラーストーリー💿,PCE💿SCD,💿512MB,ACT,調査中,調査中,0,-,,,,,,,,
1993-02-26,日本テレネット,ポリス・コネクション💿,PCE💿SCD,💿512MB,TBL,調査中,調査中,0,-,,,,,,,,
1993-02-27,光栄,信長の野望・武将風雲録💿,PCE💿SCD,💿512MB,SLG,調査中,調査中,0,-,,,,,菅野よう子,,シブサワ・コウ,
1993-03-05,メディアリング,ゼロヨンチャンプII💿,PCE💿SCD,💿512MB,RCG,調査中,調査中,0,-,,,,,,,,
1993-03-12,ナグザット,双截龍IITHEREVENGE💿,PCE💿SCD,💿512MB,ACT,調査中,調査中,0,-,,,,,,,,
1993-03-19,キングレコード,CDBATTLE光の勇者たち💿,PCE💿SCD,💿512MB,他,調査中,調査中,0,-,,,,,,,,
1993-03-19,マイクロワールド,ジム・パワー💿,PCE💿SCD,💿512MB,ACT,調査中,調査中,0,-,,,,,,,,
1993-03-26,ハドソンTTI,ダンジョンエクスプローラーII💿,PCE💿SCD,💿512MB,ARPG,調査中,調査中,0,-,,松永智史,白谷守|鈴木規生|小島卓也,上田和敏|松沢運生|岡田寿夫|草彅琢仁,コンポジラ|T'sミュージック|BANG HEADS,野村郁朋,青山英治,
1993-03-26,アイレム,英雄三国志💿,PCE💿SCD,💿512MB,SLG,調査中,調査中,0,-,,,,,,,,
1993-03-26,日本テレネット,天使の詩II堕天使の選択💿,PCE💿SCD,💿512MB,RPG,調査中,調査中,0,-,,,,,,,,
1993-03-26,リバーヒルソフト,トップをねらえ!GunBusterVOL.2💿,PCE💿SCD,💿512MB,ADV,調査中,調査中,0,-,,,,,,,,
1993-03-26,ナグザット,フォーセットアムール💿,PCE💿SCD,💿512MB,ACT,調査中,調査中,0,-,,,高橋聖人,宍倉典幸|牧野竜一,大島俊一,安部淳也,福田雅之,
1993-03-26,NECホームエレクトロニクス,ムーンライトレディ💿,PCE💿SCD,💿512MB,ADV,調査中,調査中,0,-,,かえるさん|西田晴幸|坂井志保,清水昭博|熊田浩司,国府方政男|西田晴幸|As'まりあ|ねことむ,長谷部潤,かえるさん,高垣信宏,
1993-03-30,ヒューマン,ラプラスの魔💿,PCE💿SCD,💿512MB,RPG,調査中,調査中,0,-,,,,,,,,
1993-03-31,NECアベニュー,CALII💿,PCE💿SCD,💿512MB,ADV,調査中,調査中,0,-,,山中拓也,,おぐち|田辺謙司,増子津可燦|高梨康治|Funta7|RegaSound|岩田賢治,待田堂子|永井真吾|竹内利光|望月真理子,山中拓也,
1993-04-16,ライトスタッフ,フィーンドハンター💿,PCE💿SCD,💿512MB,ARPG,調査中,調査中,0,-,,,田名網正,木村明広,澤下禎,飯淳,,
1993-04-23,ハドソンTTI,ウィンズオブサンダーLordsofThunder💿,PCE💿SCD,💿512MB,SHT,調査中,調査中,0,-,,,,,,,,
1993-04-23,アトラス,雀偵物語3セイバーエンジェル💿,PCE💿SCD,💿512MB,TBL,調査中,調査中,0,-,,,,,,,,
1993-06-11,アートディンク,A列車で行こうIII💿,PCE💿SCD,💿512MB,SLG,調査中,調査中,0,-,,,,,,,,
1993-07-10,ハドソン,天外魔境風雲カブキ伝💿,PCE💿SCD,💿512MB,RPG,調査中,調査中,0,33,,竹部隆司(監督)|藤原茂樹(演出),小坂恭洋,広井王子(企画・監修)|辻野寅次郎(絵師)|久保久(美術監督),田中公平,荒井弘二,和気正則|三井啓介|小林正樹,
1993-07-16,アスク講談社,1552天下大乱💿,PCE💿SCD,💿512MB,SLG,調査中,調査中,0,-,,,,,,,,
1993-07-23,ナグザット,WIZARDRYI・II💿,PCE💿SCD,💿512MB,RPG,調査中,調査中,0,-,,,,,,,,
1993-07-23,ナグザット,サマーカーニバル'93ネクスザールスペシャル💿,PCE💿SCD,💿512MB,SHT,調査中,調査中,0,-,,,,,,,,
1993-07-23,マイクロネット,ブラックホールアサルト💿,PCE💿SCD,💿512MB,ACT,調査中,調査中,0,-,,,,,,,,
1993-07-23,マイクロキャビン,ミスティックフォーミュラ💿,PCE💿SCD,💿512MB,ACT,調査中,調査中,0,-,,,,,,,,
1993-07-30,ハドソン,CD電人ロカビリー天国💿,PCE💿SCD,💿512MB,SHT,調査中,調査中,0,-,,松永智史|伊井人,高野務,僕久保|中村純|もらおかもら|あだちひろし|青木コブ太|阿部K助,佐藤真一郎|平木登直,,青山英治|小林正樹,
1993-07-30,NECアベニュー,卒業〜Graduation〜💿,PCE💿SCD,💿512MB,SLG,調査中,調査中,0,-,,,,竹井正樹,なし,,,
1993-07-30,NECホームエレクトロニクス,眠れぬ夜の小さなお話💿,PCE💿SCD,💿512MB,ADV,調査中,調査中,0,-,,,,野村誠司,原由子,森絵都,,
1993-08-06,データウエスト,サイキック・ディテクティヴ・シリーズVol.4オルゴール💿,PCE💿SCD,💿512MB,ADV,調査中,調査中,0,-,,,,,,,,
1993-08-06,インテック,チャンピオンシップラリー💿,PCE💿SCD,💿512MB,RCG,調査中,調査中,0,-,,,,,,,,
1993-08-06,メサイヤ,ラングリッサー光輝の末裔💿,PCE💿SCD,💿512MB,SLG,調査中,調査中,0,-,,,,,,,,
1993-09-24,ナグザット,麻雀クリニックスペシャル💿,PCE💿SCD,💿512MB,TBL,調査中,調査中,0,-,,,,,,,,
1993-09-24,パック・イン・ビデオ,メタルエンジェル💿,PCE💿SCD,💿512MB,SLG,調査中,調査中,0,-,,,,,,,,
1993-09-30,光栄,蒼き狼と白き牝鹿・元朝秘史💿,PCE💿SCD,💿512MB,SLG,調査中,調査中,0,-,,,,,大島ミチル,,シブサワ・コウ,
1993-09-30,リバーヒルソフト,機動警察パトレイバーグリフォン篇💿,PCE💿SCD,💿512MB,ADV,調査中,調査中,0,-,,,,,,,,
1993-09-30,NECアベニュー,麻雀オンザビーチ💿,PCE💿SCD,💿512MB,TBL,調査中,調査中,0,-,,山下賢一,小座間隆,遊人,,,石原幸男,
1993-09-30,バンプレスト,幽☆遊☆白書闇勝負!!暗黒武術会💿,PCE💿SCD,💿512MB,SHT,調査中,調査中,0,-,,JIPPAHITOKARAGE,まきこうせい|田村毅|さいとうしゅういち|わだやすゆき|塩住誠,守谷淳一|わたなべゆうじ|なかむらとしろう|西山彰則|高尾伸治|雪野和哉|KATTAA,みしまともみ,,,
1993-10-02,光栄,三國志III💿,PCE💿SCD,💿512MB,SLG,調査中,調査中,0,-,,,,,向谷実,,シブサワ・コウ,
1993-10-22,トンキンハウス,シルフィア💿,PCE💿SCD,💿512MB,SHT,調査中,調査中,0,-,,永妻淳一,野上真一,子猫ネコ|佐藤典司|高島俊介|寺本耕二|掘田英雄|水元省二|島崎亜矢,竹内啓史|嶋崎聡|田中勝己|長尾英之助|松島剛史,,浦井郁郎,
1993-10-22,レイ・フォース,スタートリング・オデッセイ💿,PCE💿SCD,💿512MB,RPG,調査中,調査中,0,-,,,,,,,,
1993-10-29,ハドソン,マイト・アンド・マジックIII💿,PCE💿SCD,💿512MB,RPG,調査中,調査中,0,-,,,,,,,,
1993-10-29,コナミ,悪魔城ドラキュラX血の輪廻💿,PCE💿SCD,💿512MB,ACT,調査中,調査中,0,-,,萩原徹,,,荘司朗|中村圭三|佐野朋子|斎藤幹雄,,山田善朗,
1993-10-29,インテック,GALAXY刑事GAYVAN💿,PCE💿SCD,💿512MB,ACT,調査中,調査中,0,-,,,,,,,,
1993-10-29,NECホームエレクトロニクス,マジクール💿,PCE💿SCD,💿512MB,ARPG,調査中,調査中,0,-,,森山豊治|槇原文彦,,織田武士,牧野信博,森山豊治,庭山博也,
1993-11-19,ライトスタッフ,ソードマスター💿,PCE💿SCD,💿512MB,SLG,調査中,調査中,0,-,,,,,,,,
1993-11-19,ビクター音楽産業,ルイン神の遺産💿,PCE💿SCD,💿512MB,ARPG,調査中,調査中,0,-,,,,,,,,
1993-11-26,ナグザット,クイズDE学園祭💿,PCE💿SCD,💿512MB,QUIZ,調査中,調査中,0,-,,,神無月らい,FIX|もりけん,米田克哉,もりけん,,
1993-11-26,ヒューマン,ただいま勇者募集中💿,PCE💿SCD,💿512MB,TBL,調査中,調査中,0,-,,,,,,,,
1993-11-26,リバーヒルソフト,フェイスボール💿,PCE💿SCD,💿512MB,ACT,調査中,調査中,0,-,,,,,,,,
1993-12-03,工画堂スタジオ,機装ルーガ💿,PCE💿SCD,💿512MB,SLG,調査中,調査中,0,-,,,,,,,,
1993-12-10,日本物産,伊賀忍伝凱王💿,PCE💿SCD,💿512MB,ACT,調査中,調査中,0,-,,,,,,,,
1993-12-10,パック・イン・ビデオ,オーロラクエストおたくの星座INANOTHERWORLD💿,PCE💿SCD,💿512MB,RPG,調査中,調査中,0,-,,,,,,,,
1993-12-10,徳間書店インターメディア,秘密の花園💿,PCE💿SCD,💿512MB,ADV,調査中,調査中,0,-,,,,,,,,
1993-12-11,光栄,信長の野望・全国版💿,PCE💿SCD,💿512MB,SLG,調査中,調査中,0,-,,,,,菅野よう子,,シブサワ・コウ,
1993-12-17,ナグザット,スーパーリアル麻雀PIVカスタム💿,PCE💿SCD,💿512MB,TBL,調査中,調査中,0,-,,,,,,,,
1993-12-17,コナミ,マーシャルチャンピオン💿,PCE💿SCD,💿512MB,ACT,調査中,調査中,0,-,,HEINE KEN,,HEINE KEN|赤坂嘉紀|SURUGANOKAMI MADAOW|ひじまみさと,仲野順也|すぎさわけいじ,,KANON PACHELBEL,
1993-12-17,ナグザット,闇の血族〜遥かなる記憶〜💿,PCE💿SCD,💿512MB,ADV,調査中,調査中,0,-,,,,,,,,
1993-12-19,ライトスタッフ,フラッシュハイダース💿,PCE💿SCD,💿512MB,ACT,調査中,調査中,0,-,,,佐野敬之,チキンヘッド|赤石龍彌,澤下禎,山本剛,,
1993-12-22,ハドソン,イースIVTheDawnofYs💿,PCE💿SCD,💿512MB,ARPG,調査中,調査中,0,-,,,,,,,,
1993-12-23,NECアベニュー,スーパーダライアスII💿,PCE💿SCD,💿512MB,SHT,調査中,調査中,0,-,,藤原英裕,大槻朗|中村辰男|廿楽昌志|征矢野伸二,藤原英裕|仙波隆綱|菊池正美|仙波隆綱|加藤久和,小倉久佳,,藤原英裕,
1993-12-24,日本物産,セクシーアイドル麻雀💿,PCE💿SCD,💿512MB,TBL,調査中,調査中,0,-,,,,,,,,
1993-12-24,ナグザット,ダウンタウン熱血物語💿,PCE💿SCD,💿512MB,ACT,調査中,調査中,0,-,,関本弘之|吉田晄浩|W.S.LITTLE,谷本敦|熊谷慎太郎|ふくはらげんえい|SHIN,白戸政男,澤和雄,,,
1993-12-25,アトラス,真・女神転生💿,PCE💿SCD,💿512MB,RPG,調査中,調査中,0,-,,岡田耕始,佐藤雅美|岡田耕始|國枝剛|高木秀俊,伊藤龍太郎|藤岡一樹|しまだよしあき|鈴木一也(遊企画)|佐藤佐和子|村上哲也|片岡いずみ|高島志郎|金子一馬,増子司,鈴木一也|伊藤龍太郎,新野洋右,
1994-01-03,ハドソン,爆笑吉本新喜劇・今日はこれぐらいにしといたる!💿,PCE💿SCD,💿512MB,ACT,調査中,調査中,0,-,,,,,,,,
1994-01-07,アイレム,ソル・モナージュ💿,PCE💿SCD,💿512MB,RPG,調査中,調査中,0,-,,さとうしゅう,やまもとしゅんいち,さとうしゅう|風上旬,平嶋理経,さとうしゅう,Moto,
1994-01-28,NECホームエレクトロニクス,エメラルドドラゴン💿,PCE💿SCD,💿512MB,RPG,調査中,調査中,0,-,,,,,,,,
1994-01-28,インテック,格闘覇王伝説アルガノス💿,PCE💿SCD,💿512MB,ACT,調査中,調査中,0,-,,,,,,,,
1994-02-10,レイ・フォース,スターブレイカー💿,PCE💿SCD,💿512MB,RPG,調査中,調査中,0,-,,寺岡大介|渡部高志,三枝直樹,坂田文彦|中沢一登,中村暢之,坂田文彦,坂田文彦,
1994-02-18,NECホームエレクトロニクス,風の伝説ザナドゥ💿,PCE💿SCD,💿512MB,ARPG,調査中,調査中,0,-,,,,,,,,
1994-02-25,パック・イン・ビデオ,パラディオン💿,PCE💿SCD,💿512MB,SLG,調査中,調査中,0,-,,,,,,,,
1994-02-25,ナグザット,麻雀レモンエンジェル💿,PCE💿SCD,💿512MB,TBL,調査中,調査中,0,-,,,,BOKU NO SEIJA|NAI,藤井健一(K.FUJI)|中嶋孝志(T.NAKAJIMA),,,
1994-02-26,東宝TTI,ゴジラ爆闘烈伝Godzilla💿,PCE💿SCD,💿512MB,ACT,調査中,調査中,0,-,,,,,,,,
1994-03-04,ナグザット,WIZARDRYIII・IV💿,PCE💿SCD,💿512MB,RPG,調査中,調査中,0,-,,,,,,,,
1994-03-04,アートディンク,THEATLASルネッサンスボイジャー💿,PCE💿SCD,💿512MB,SLG,調査中,調査中,0,-,,,,,,,,
1994-03-04,ハドソン,パワーゴルフ2ゴルファー💿,PCE💿SCD,💿512MB,SPT,調査中,調査中,0,-,,,,,,,,
1994-03-25,NECアベニュー,CALIII完結編💿,PCE💿SCD,💿512MB,ADV,調査中,調査中,0,-,,,,,,,,
1994-03-25,リバーヒルソフト,プリンセス・ミネルバ💿,PCE💿SCD,💿512MB,RPG,調査中,調査中,0,-,,池本浩司,福田淳|横山欣也,石田走|松本文夫|井上博明,岩谷弘明,舞阪洸,鈴木理香,
1994-03-30,マイクロキャビン,フレイCDサーク外伝💿,PCE💿SCD,💿512MB,ACT,調査中,調査中,0,-,,中津泰彦,中津泰彦,柳島秀行|中津泰彦|末永仁志|谷口恵津子|ここまひ,新田忠弘,中津泰彦,,
1994-03-30,NECアベニュー,モンスターメーカー闇の竜騎士💿,PCE💿SCD,💿512MB,RPG,調査中,調査中,0,-,,,,,,,,
1994-04-15,ココナッツジャパン,パチ夫くん3パチスロ＆パチンコ💿,PCE💿SCD,💿512MB,TBL,調査中,調査中,0,-,,迫井政行(第12話まで),,冨士原良|小松真梨子|橋本浩一(第12話まで)|長友望己(第13話以降),横山克|橋口佳奈,リベル・エンタテインメント,沖田多久磨,
1994-04-22,ソニー・ミュージックエンタテインメント,爆伝アンバランスゾーン💿,PCE💿SCD,💿512MB,ADV,調査中,調査中,0,-,,,,,,,,
1994-04-22,NECアベニュー,ぷよぷよCD💿,PCE💿SCD,💿512MB,PZL,調査中,調査中,0,-,,,,,,,,
1994-04-28,ナグザット,風霧💿,PCE💿SCD,💿512MB,ACT,調査中,調査中,0,-,,,,,,,,
1994-04-28,徳間書店インターメディア,初恋物語💿,PCE💿SCD,💿512MB,SLG,調査中,調査中,0,-,,,,,,,,
1994-05-20,ハドソンTTI,超英雄伝説ダイナスティックヒーローTheDynasticHero💿,PCE💿SCD,💿512MB,ARPG,調査中,調査中,0,-,,,,,,,,
1994-05-27,コナミ,ときめきメモリアル💿,PCE💿SCD,💿512MB,SLG,調査中,調査中,0,-,,永田義明,,立石流牙|小倉雅史,Metal Yuhki|村井聖夜|莊司朗|Sanoppi|中村地獄車,五十嵐孝司,桐田富和,
1994-06-10,日本テレネット,コズミックファンタジー4銀河少年伝説突入編💿,PCE💿SCD,💿512MB,RPG,調査中,調査中,0,-,,,,,,,,
1994-06-17,パック・イン・ビデオ,KO世紀ビースト三獣士ガイア復活完結編💿,PCE💿SCD,💿512MB,RPG,調査中,調査中,0,-,,,,,,,,
1994-06-17,インテック,ザ・プロ野球SUPER'94💿,PCE💿SCD,💿512MB,SPT,調査中,調査中,0,-,,,,,,,,
1994-06-17,NECアベニュー,天地を喰らう💿,PCE💿SCD,💿512MB,ACT,調査中,調査中,0,-,,,,,,,,
1994-06-17,NECホームエレクトロニクス,ブランディッシュ💿,PCE💿SCD,💿512MB,ARPG,調査中,調査中,0,-,,,,,,,,
1994-07-08,NECホームエレクトロニクス,3×3EYES三只眼變成💿,PCE💿SCD,💿512MB,ADV,調査中,調査中,0,-,,,,,,,,
1994-07-08,ヒューマン,バスティール2💿,PCE💿SCD,💿512MB,SLG,調査中,調査中,0,-,,,,,,,,
1994-07-15,アートディンク,栄冠は君に高校野球全国大会💿,PCE💿SCD,💿512MB,SLG,調査中,調査中,0,-,,,,,,,,
1994-07-15,NECアベニュー,チキチキボーイズ💿,PCE💿SCD,💿512MB,ACT,調査中,調査中,0,-,,船水紀孝|岡本吉起,BLBON|MEIJIN|SAIKOU YUKI,Bully Duck|新谷さゆり|中山郁夫|たなべまゆみ,高岡宏光,,,
1994-07-22,TGL,アドヴァンストV.G.💿,PCE💿SCD,💿512MB,ACT,調査中,調査中,0,-,,,,木村貴宏|雨宮まこと,山本はるきち,服部理子,,
1994-07-22,NECアベニュー,ドラゴンナイトIII💿,PCE💿SCD,💿512MB,RPG,調査中,調査中,0,-,,,,,,,,
